"","X","Experiment","Season","Plot","Site","Region","Landuse","Block","Blockcode","Samplecode","Treatment","Littertype","Teabag.code","Initial.weight.including.bag..cord.and.label..g.","Initial.weight.tea.only..g.","Ashed.subsample.percentage.controll.initial.tea.only....","Ashed.initial.corrected.weight..tea.only..g.","Final.weight.including.bag.and.cord..no.label..g.","Final.weight..tea.only..g.","Final.weight.tea.only..from.ash.protocol.","Ashed.final.subsample.percentage.....","Ashed.final.corrected.weight..tea.only..g.","Burial.date","Recovery.date","incubation.time.red.and.green.tea..days.","Massloss..g..Ash.uncorrected","Massloss..g.","N.D..tree..m.","N.D.Mound..m.","Mound.type","Tree.with.ants","Moisture..","Temperature..C.","Lat","Long","Sign.of.termite.cheeting","Sign.of.hole.s.","Sign.of.roots","S","K","Massloss.per","N.per","C.per","P.per..SUA.","C.N","P.per..NMBU.","CLAY..","SILT..","SAND..","Class","OC..","Claycorr","Siltcorr","Sandcorr","Rain.sum","Site.ID"
"1690",1690,"CG","Dry",206,"Mwantimba","Wet","Agriculture",2,"Wet_Ag2","Wet_Ag2_CG1","Open","Rooibos","R686",2.189,1.939,2.28,1.895,3.46,3.309,3.201,95.26,0.15,"26.07.2017","26.09.2017",62,-1.37,1.743,13.8,17.4,"O",1,6.4,27.8,-2.439403972,34.83840496,"NO","YES","YES",NA,NA,92.0844327176781,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1691",1691,"CG","Dry",207,"Mwantimba","Wet","Agriculture",3,"Wet_Ag3","Wet_Ag3_CG4","Open","Rooibos","R551",2.174,1.924,2.28,1.88,8.311,8.16,8.081,95.85,0.34,"26.07.2017","26.09.2017",62,-6.236,1.545,15.2,12.2,"O",1,4.3,29.6,-2.439694991,34.83857403,"NO","NO","YES",NA,NA,81.9148936170213,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1692",1692,"CG","Dry",208,"Mwantimba","Wet","Agriculture",4,"Wet_Ag4","Wet_Ag4_CG3","Open","Rooibos","R516",2.141,1.891,2.28,1.848,1.775,1.624,1.491,78.61,0.32,"26.07.2017","26.09.2017",62,0.267,1.529,7.9,7.9,"O",1,6.2,29.1,-2.439599019,34.83841896,"YES","NO","NO",NA,NA,82.6839826839827,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1693",1693,"CG","Dry",209,"Mwantimba","Wet","Pasture",1,"Wet_P1","Wet_P1_CG2","Open","Rooibos","R678",2.132,1.882,2.28,1.839,1.686,1.535,1.497,3.85,1.44,"26.07.2017","26.09.2017",62,0.347,0.4,5.13,5.13,"O",1,8.6,29.6,-2.439645035,34.83836599,"NO","NO","NO",NA,0.008849893,21.6965742251224,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1694",1694,"CG","Dry",210,"Mwantimba","Wet","Pasture",2,"Wet_P2","Wet_P2_CG4","Open","Rooibos","R335",2.163,1.913,2.28,1.87,1.716,1.565,1.294,89.12,0.14,"26.07.2017","26.09.2017",62,0.348,1.729,15.2,12.2,"O",1,6.1,27.5,-2.439694991,34.83857403,"YES","YES","NO",NA,NA,92.5133689839572,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1695",1695,"CG","Dry",211,"Mwantimba","Wet","Pasture",3,"Wet_P3","Wet_P3_CG1","Open","Rooibos","R249",2.294,2.044,2.28,1.998,1.116,0.965,0.366,35.26,0.24,"26.07.2017","26.09.2017",62,1.079,1.761,13.8,17.4,"O",1,7.55,28,-2.439403972,34.83840496,"YES","YES","YES",NA,NA,87.987987987988,0.14,1.63,17.11,11.64285714,NA,39.96,12.92,47.12,"sandy clay",1.65,43.092332,23.148688,35.160372,136.7359694,"Mwantimba.p"
"1696",1696,"CG","Dry",215,"Handajega","Wet","Wild",3,"Wet_W3","Wet_W3_CG1","Open","Rooibos","R627",2.143,1.893,2.28,1.85,1.736,1.585,1.56,5.65,1.47,"26.07.2017","26.09.2017",62,0.308,0.378,7.9,7.9,"O",1,4.3,28.75,-2.439599019,34.83841896,"NO","NO","YES",NA,0.008029314,20.5405405405405,0.11,2.19,29.2,19.90909091,NA,25.96,8.92,65.12,"sandy clay loam",1.61,24.343532,19.893088,55.466172,162.6342073,"Handajega"
"1697",1697,"CG","Dry",212,"Mwantimba","Wet","Pasture",4,"Wet_P4","Wet_P4_CG3","Open","Rooibos","R803",2.193,1.943,2.28,1.899,0.785,0.634,0.657,11.86,0.58,"26.07.2017","26.09.2017",62,1.309,1.319,15.2,12.2,"O",1,8.15,28.25,-2.439694991,34.83857403,"NO","YES","YES",NA,NA,69.4576092680358,0.15,2.05,60.24,13.66666667,NA,27.96,4.92,67.12,"sandy clay loam",1.04,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.p"
"1698",1698,"CG","Dry",213,"Handajega","Wet","Wild",1,"Wet_W1","Wet_W1_CG4","Open","Rooibos","R321",2.186,1.936,2.28,1.892,1.686,1.535,1.548,5.77,1.46,"26.07.2017","26.09.2017",62,0.401,0.434,7.9,7.9,"O",1,4.35,29.1,-2.439694991,34.83857403,"NO","NO","YES",NA,0.009877023,22.8329809725159,0.13,1.83,40.2,14.07692308,NA,21.96,4.92,73.12,"sandy clay loam",1.24,18.986732,16.637488,64.490972,162.6342073,"Handajega"
"1699",1699,"CG","Dry",214,"Handajega","Wet","Wild",2,"Wet_W2","Wet_W2_CG3","Open","Rooibos","R677",2.124,1.874,2.28,1.831,1.757,1.606,1.571,10.65,1.4,"26.07.2017","26.09.2017",62,0.268,0.428,13.8,17.4,"O",1,6.3,29.8,-2.439403972,34.83840496,"NO","YES","YES",NA,0.00961318,23.5390496996177,0.115,1.56,36.17,13.56521739,NA,23.96,4.92,71.12,"sandy clay loam",3.31,21.665132,16.637488,62.234772,162.6342073,"Handajega"
"1700",1700,"CG","Dry",216,"Handajega","Wet","Wild",4,"Wet_W4","Wet_W4_CG2","Open","Rooibos","R379",2.246,1.996,2.28,1.951,1.736,1.585,1.574,4.82,1.5,"26.07.2017","26.09.2017",62,0.411,0.452,5.13,5.13,"O",1,7.05,29.85,-2.439645035,34.83836599,"NO","NO","NO",NA,0.010583102,23.1163505894413,0.13,1.95,21.51,15,NA,25.96,8.92,65.12,"sandy clay loam",1.7,24.343532,19.893088,55.466172,162.6342073,"Handajega"
"1701",1701,"CG","Dry",217,"Seronera","Intermediate","Wild",1,"Local1","Local1_CG1","Open","Rooibos","R771",2.231,1.981,2.28,1.936,1.09,0.939,0.877,85.66,0.13,"26.07.2017","26.09.2017",62,1.042,1.81,13.8,17.4,"O",1,7.2,31.25,-2.439403972,34.83840496,"NO","YES","YES",NA,NA,93.2851239669422,0.23,2.95,61.22,12.82608696,NA,29.08,7.2,63.73,"sandy clay loam",1.1,28.521836,18.49318,53.898113,171.8481842,"Seronera"
"1702",1702,"CG","Dry",218,"Seronera","Intermediate","Wild",2,"Local2","Local2_CG2","Open","Rooibos","R680",2.108,1.858,2.28,1.816,0.171,0.02,0,0,0,"26.07.2017","26.09.2017",62,1.838,1.816,5.13,5.13,"O",1,6.45,29.15,-2.439645035,34.83836599,"NO","YES","YES",NA,NA,100,0.15,2.14,56.09,14.26666667,NA,21.07,7.31,71.62,"sandy clay loam",1.45,17.794844,18.582709,62.798822,171.8481842,"Seronera"
"1703",1703,"CG","Dry",219,"Seronera","Intermediate","Wild",3,"Local3","Local3_CG3","Open","Rooibos","R178",2.222,1.972,2.28,1.927,1.823,1.672,1.61,19.14,1.3,"26.07.2017","26.09.2017",62,0.3,0.625,7.9,7.9,"O",1,5.75,32.75,-2.439599019,34.83841896,"NO","NO","YES",NA,0.013450648,32.5376232485729,0.21,2.6,59.87,12.38095238,NA,21.96,4.92,73.12,"sandy clay loam",1.4,18.986732,16.637488,64.490972,171.8481842,"Seronera"
"1704",1704,"CG","Dry",220,"Seronera","Intermediate","Wild",4,"Local4","Local4_CG4","Open","Rooibos","R194",2.149,1.899,2.28,1.856,0,NA,0,0,0,"26.07.2017","26.09.2017",62,NA,1.856,15.2,12.2,"O",1,5.3,33.65,-2.439694991,34.83857403,"YES","YES","YES",NA,NA,100,0.19,2.41,47.26,12.68421053,NA,15.96,6.92,77.12,"sandy loam",0.61,10.951532,18.265288,69.003372,171.8481842,"Seronera"
"1705",1705,"CG","Dry",193,"Makao","Dry","Agriculture",1,"Dry_Ag1","Dry_Ag1_CG4","Exclosed","Green","G45",2.078,1.828,5.51,1.727,0.827,0.676,0.632,13.46,0.55,"26.07.2017","26.09.2017",62,1.152,1.18,15.2,12.2,"O",1,5.1,28.8,-2.439694991,34.83857403,"NO","NO","YES",0.214828533,NA,68.1528662420382,0.18,2.28,24.32,12.66666667,NA,12.57,0.97,86.47,"loamy sand",1.02,6.411644,13.422583,79.551107,6.708962344,"Makao.ag"
"1706",1706,"CG","Dry",194,"Makao","Dry","Agriculture",2,"Dry_Ag2","Dry_Ag2_CG3","Exclosed","Green","G90",2.041,1.791,5.51,1.692,0.742,0.591,0.542,15.52,0.46,"26.07.2017","26.09.2017",62,1.2,1.235,7.9,7.9,"O",1,5.4,30.85,-2.439599019,34.83841896,"NO","NO","YES",0.162947888,NA,72.8132387706856,0.16,1.87,15.64,11.6875,NA,21.13,3.09,75.78,"sandy clay loam",0.46,17.875196,15.148051,67.491718,6.708962344,"Makao.ag"
"1707",1707,"CG","Dry",195,"Makao","Dry","Agriculture",3,"Dry_Ag3","Dry_Ag3_CG2","Exclosed","Green","G338",1.946,1.696,5.51,1.603,0.833,0.682,0.659,16.19,0.55,"26.07.2017","26.09.2017",62,1.014,1.05,5.13,5.13,"O",1,11.4,28.1,-2.439645035,34.83836599,"NO","NO","YES",0.236195828,NA,65.6893325015596,0.21,2.5,8.68,11.9047619,NA,54.08,21.26,24.65,"clay",1.84,62.001836,29.936614,9.811965,6.708962344,"Makao.ag"
"1708",1708,"CG","Dry",196,"Makao","Dry","Agriculture",4,"Dry_Ag4","Dry_Ag4_CG1","Exclosed","Green","G243",2.13,1.88,5.51,1.777,1.04,0.889,0.878,17.94,0.72,"26.07.2017","26.09.2017",62,0.991,1.056,13.8,17.4,"O",1,12.45,26.65,-2.439403972,34.83840496,"NO","NO","YES",0.300246653,NA,59.4822734946539,0.15,2.08,4.15,13.86666667,NA,51.96,18.92,29.12,"clay",1.85,59.162732,28.032088,14.854572,6.708962344,"Makao.ag"
"1709",1709,"CG","Dry",197,"Makao","Dry","Pasture",1,"Dry_P1","Dry_P1_CG2","Exclosed","Green","G254",1.917,1.667,5.51,1.575,0.824,0.673,0.645,25.14,0.48,"26.07.2017","26.09.2017",62,0.994,1.093,5.13,5.13,"O",1,6.3,29.05,-2.439645035,34.83836599,"NO","NO","YES",0.19243901,NA,69.5238095238095,0.15,1.88,0.86,12.53333333,NA,23.96,0.92,75.12,"sandy clay loam",1.25,21.665132,13.381888,66.747172,6.708962344,"Makao.p"
"1710",1710,"CG","Dry",198,"Makao","Dry","Pasture",2,"Dry_P2","Dry_P2_CG3","Exclosed","Green","G780",1.962,1.712,5.51,1.618,0.699,0.548,0.524,13.97,0.45,"26.07.2017","26.09.2017",62,1.164,1.167,7.9,7.9,"O",1,4.85,30.25,-2.439599019,34.83841896,"NO","NO","YES",0.158683313,NA,72.1878862793572,0.21,2.64,33.11,12.57142857,NA,19.96,4.92,75.12,"sandy loam",1.64,16.308332,16.637488,66.747172,6.708962344,"Makao.p"
"1711",1711,"CG","Dry",199,"Makao","Dry","Pasture",3,"Dry_P3","Dry_P3_CG1","Exclosed","Green","G182",1.892,1.642,5.51,1.552,0.625,0.474,0.437,15.1,0.37,"26.07.2017","26.09.2017",62,1.168,1.181,13.8,17.4,"O",1,6.2,27.2,-2.439403972,34.83840496,"NO","NO","YES",0.120583855,NA,76.159793814433,0.23,3.3,1.1,14.34782609,NA,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,6.708962344,"Makao.p"
"1712",1712,"CG","Dry",200,"Makao","Dry","Pasture",4,"Dry_P4","Dry_P4_CG4","Exclosed","Green","G186",2.042,1.792,5.51,1.693,0.664,0.514,0.502,12.61,0.44,"26.07.2017","26.09.2017",62,1.279,1.255,15.2,12.2,"O",1,7,32.9,-2.439694991,34.83857403,"NO","NO","YES",0.127216634,NA,74.010632014176,0.15,1.96,3.05,13.06666667,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,6.708962344,"Makao.p"
"1713",1713,"CG","Dry",201,"Maswa","Dry","Wild",3,"Dry_W3","Dry_W3_CG4","Exclosed","Green","G315",2.096,1.846,5.51,1.744,0.84,0.689,0.669,16.66,0.56,"26.07.2017","26.09.2017",62,1.157,1.187,15.2,12.2,"O",1,8.9,29.15,-2.439694991,34.83857403,"NO","NO","YES",0.203531927,NA,67.8899082568807,0.18,2.14,16.5,11.88888889,NA,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,9.731508493,"Maswa"
"1714",1714,"CG","Dry",202,"Maswa","Dry","Wild",2,"Dry_W2","Dry_W2_CG1","Exclosed","Green","G147",2.037,1.787,5.51,1.689,0.717,0.567,0.536,19.84,0.43,"26.07.2017","26.09.2017",62,1.221,1.259,13.8,17.4,"O",1,6.3,28.85,-2.439403972,34.83840496,"NO","NO","YES",0.131719263,NA,74.5411486086442,0.29,3.13,16.74,10.79310345,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,9.731508493,"Maswa"
"1715",1715,"CG","Dry",203,"Maswa","Dry","Wild",1,"Dry_W1","Dry_W1_CG2","Exclosed","Green","G168",2.05,1.8,5.51,1.701,0.726,0.576,0.555,14.42,0.47,"26.07.2017","26.09.2017",62,1.225,1.226,5.13,5.13,"O",1,10.1,28.3,-2.439645035,34.83836599,"NO","NO","YES",0.156224556,NA,72.3691945914168,0.19,2.98,7.94,15.68421053,NA,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,9.731508493,"Maswa"
"1716",1716,"CG","Dry",204,"Maswa","Dry","Wild",4,"Dry_W4","Dry_W4_CG3","Exclosed","Green","G672",2.035,1.785,5.51,1.687,0.757,0.606,0.588,21.6,0.46,"26.07.2017","26.09.2017",62,1.179,1.226,7.9,7.9,"O",1,8.35,27.3,-2.439599019,34.83841896,"NO","NO","NO",0.147043318,NA,72.732661529342,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1717",1717,"CG","Dry",205,"Mwantimba","Wet","Agriculture",1,"Wet_Ag1","Wet_Ag1_CG2","Exclosed","Green","G173",2.142,1.892,5.51,1.788,0.792,0.641,0.633,18.02,0.52,"26.07.2017","26.09.2017",62,1.251,1.269,5.13,5.13,"O",1,7.95,29.05,-2.439645035,34.83836599,"NO","NO","YES",0.161599908,NA,70.917225950783,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1718",1718,"CG","Dry",206,"Mwantimba","Wet","Agriculture",2,"Wet_Ag2","Wet_Ag2_CG1","Exclosed","Green","G262",2.012,1.762,5.51,1.665,0.596,0.446,0.413,18.61,0.34,"26.07.2017","26.09.2017",62,1.316,1.329,13.8,17.4,"O",1,6.4,27.8,-2.439403972,34.83840496,"NO","NO","YES",0.071159504,NA,79.5795795795796,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1719",1719,"CG","Dry",207,"Mwantimba","Wet","Agriculture",3,"Wet_Ag3","Wet_Ag3_CG4","Exclosed","Green","G230",2.003,1.753,5.51,1.657,0.733,0.582,0.57,20.49,0.45,"26.07.2017","26.09.2017",62,1.171,1.203,15.2,12.2,"O",1,4.3,29.6,-2.439694991,34.83857403,"NO","NO","NO",0.144353848,NA,72.8424864212432,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1720",1720,"CG","Dry",208,"Mwantimba","Wet","Agriculture",4,"Wet_Ag4","Wet_Ag4_CG3","Exclosed","Green","G140",2.059,1.809,5.51,1.709,0.742,0.591,0.578,20.59,0.46,"26.07.2017","26.09.2017",62,1.218,1.25,7.9,7.9,"O",1,6.2,29.1,-2.439599019,34.83841896,"NO","NO","YES",0.138653175,NA,73.0836746635459,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1721",1721,"CG","Dry",209,"Mwantimba","Wet","Pasture",1,"Wet_P1","Wet_P1_CG2","Exclosed","Green","G92",2.193,1.943,5.51,1.836,0.736,0.586,0.575,17.39,0.47,"26.07.2017","26.09.2017",62,1.358,1.361,5.13,5.13,"O",1,8.6,29.6,-2.439645035,34.83836599,"NO","NO","YES",0.125287523,NA,74.400871459695,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1722",1722,"CG","Dry",210,"Mwantimba","Wet","Pasture",2,"Wet_P2","Wet_P2_CG4","Exclosed","Green","G36",2.143,1.893,5.51,1.789,0.846,0.695,0.683,19.17,0.55,"26.07.2017","26.09.2017",62,1.198,1.237,15.2,12.2,"O",1,6.1,27.5,-2.439694991,34.83857403,"NO","NO","NO",0.185529856,NA,69.2565679150363,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1723",1723,"CG","Dry",211,"Mwantimba","Wet","Pasture",3,"Wet_P3","Wet_P3_CG1","Exclosed","Green","G434",2.034,1.784,5.51,1.686,0.741,0.59,0.561,15.01,0.48,"26.07.2017","26.09.2017",62,1.194,1.209,13.8,17.4,"O",1,7.55,28,-2.439403972,34.83840496,"NO","NO","YES",0.165847006,NA,71.5302491103203,0.14,1.63,17.11,11.64285714,NA,39.96,12.92,47.12,"sandy clay",1.65,43.092332,23.148688,35.160372,136.7359694,"Mwantimba.p"
"1724",1724,"CG","Dry",215,"Handajega","Wet","Wild",3,"Wet_W3","Wet_W3_CG1","Exclosed","Green","G56",2.02,1.77,5.51,1.673,0.724,0.573,0.547,20.31,0.44,"26.07.2017","26.09.2017",62,1.197,1.237,7.9,7.9,"O",1,4.3,28.75,-2.439599019,34.83841896,"NO","NO","YES",0.13669567,NA,73.6999402271369,0.11,2.19,29.2,19.90909091,NA,25.96,8.92,65.12,"sandy clay loam",1.61,24.343532,19.893088,55.466172,162.6342073,"Handajega"
"1725",1725,"CG","Dry",212,"Mwantimba","Wet","Pasture",4,"Wet_P4","Wet_P4_CG3","Exclosed","Green","G363",2.02,1.77,5.51,1.673,0.753,0.602,0.578,15.35,0.49,"26.07.2017","26.09.2017",62,1.168,1.184,15.2,12.2,"O",1,8.15,28.25,-2.439694991,34.83857403,"NO","NO","YES",0.174447828,NA,70.7112970711297,0.15,2.05,60.24,13.66666667,NA,27.96,4.92,67.12,"sandy clay loam",1.04,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.p"
"1726",1726,"CG","Dry",213,"Handajega","Wet","Wild",1,"Wet_W1","Wet_W1_CG4","Exclosed","Green","G5",2.014,1.764,5.51,1.667,0.67,0.519,0.505,14.04,0.43,"26.07.2017","26.09.2017",62,1.245,1.233,7.9,7.9,"O",1,4.35,29.1,-2.439694991,34.83857403,"NO","NO","NO",0.130467993,NA,74.2051589682064,0.13,1.83,40.2,14.07692308,NA,21.96,4.92,73.12,"sandy clay loam",1.24,18.986732,16.637488,64.490972,162.6342073,"Handajega"
"1727",1727,"CG","Dry",214,"Handajega","Wet","Wild",2,"Wet_W2","Wet_W2_CG3","Exclosed","Green","G771",1.991,1.741,5.51,1.645,0.653,0.502,0.482,13.5,0.42,"26.07.2017","26.09.2017",62,1.239,1.229,13.8,17.4,"O",1,6.3,29.8,-2.439403972,34.83840496,"NO","NO","YES",0.126082898,NA,74.468085106383,0.115,1.56,36.17,13.56521739,NA,23.96,4.92,71.12,"sandy clay loam",3.31,21.665132,16.637488,62.234772,162.6342073,"Handajega"
"1728",1728,"CG","Dry",216,"Handajega","Wet","Wild",4,"Wet_W4","Wet_W4_CG2","Exclosed","Green","G361",2.059,1.809,5.51,1.709,0.735,0.584,0.552,12.95,0.48,"26.07.2017","26.09.2017",62,1.225,1.229,5.13,5.13,"O",1,7.05,29.85,-2.439645035,34.83836599,"NO","NO","NO",0.165772034,NA,71.9133996489175,0.13,1.95,21.51,15,NA,25.96,8.92,65.12,"sandy clay loam",1.7,24.343532,19.893088,55.466172,162.6342073,"Handajega"
"1729",1729,"CG","Dry",217,"Seronera","Intermediate","Wild",1,"Local1","Local1_CG1","Exclosed","Green","G204",2.197,1.947,5.51,1.84,0.806,0.655,0.638,19.37,0.51,"26.07.2017","26.09.2017",62,1.292,1.325,13.8,17.4,"O",1,7.2,31.25,-2.439403972,34.83840496,"NO","NO","YES",0.153379282,NA,72.2826086956522,0.23,2.95,61.22,12.82608696,NA,29.08,7.2,63.73,"sandy clay loam",1.1,28.521836,18.49318,53.898113,171.8481842,"Seronera"
"1730",1730,"CG","Dry",218,"Seronera","Intermediate","Wild",2,"Local2","Local2_CG2","Exclosed","Green","G170",2.039,1.789,5.51,1.691,0.661,0.51,0.495,23.02,0.38,"26.07.2017","26.09.2017",62,1.279,1.309,5.13,5.13,"O",1,6.45,29.15,-2.439645035,34.83836599,"NO","NO","YES",0.088369363,NA,77.5280898876404,0.15,2.14,56.09,14.26666667,NA,21.07,7.31,71.62,"sandy clay loam",1.45,17.794844,18.582709,62.798822,171.8481842,"Seronera"
"1731",1731,"CG","Dry",219,"Seronera","Intermediate","Wild",3,"Local3","Local3_CG3","Exclosed","Green","G123",2.133,1.883,5.51,1.779,0.823,0.672,0.626,24.68,0.47,"26.07.2017","26.09.2017",62,1.211,1.308,7.9,7.9,"O",1,5.75,32.75,-2.439599019,34.83841896,"NO","NO","YES",0.150138582,NA,73.5806632939854,0.21,2.6,59.87,12.38095238,NA,21.96,4.92,73.12,"sandy clay loam",1.4,18.986732,16.637488,64.490972,171.8481842,"Seronera"
"1732",1732,"CG","Dry",220,"Seronera","Intermediate","Wild",4,"Local4","Local4_CG4","Exclosed","Green","G53",1.907,1.657,5.51,1.566,0.944,0.793,0.694,43.44,0.39,"26.07.2017","26.09.2017",62,0.864,1.173,15.2,12.2,"O",1,5.3,33.65,-2.439694991,34.83857403,"NO","NO","YES",0.152679326,NA,75.095785440613,0.19,2.41,47.26,12.68421053,NA,15.96,6.92,77.12,"sandy loam",0.61,10.951532,18.265288,69.003372,171.8481842,"Seronera"
"1733",1733,"CG","Dry",193,"Makao","Dry","Agriculture",1,"Dry_Ag1","Dry_Ag1_CG4","Exclosed","Rooibos","R623",2.056,1.806,2.28,1.765,1.397,1.246,1.217,6.09,1.14,"26.07.2017","26.09.2017",62,0.56,0.623,15.2,12.2,"O",1,5.1,28.8,-2.439694991,34.83857403,"NO","NO","NO",NA,0.024215651,35.4107648725212,0.18,2.28,24.32,12.66666667,NA,12.57,0.97,86.47,"loamy sand",1.02,6.411644,13.422583,79.551107,6.708962344,"Makao.ag"
"1734",1734,"CG","Dry",194,"Makao","Dry","Agriculture",2,"Dry_Ag2","Dry_Ag2_CG3","Exclosed","Rooibos","R611",2.157,1.907,2.28,1.864,1.593,1.442,1.463,3.37,1.41,"26.07.2017","26.09.2017",62,0.465,0.45,7.9,7.9,"O",1,5.4,30.85,-2.439599019,34.83841896,"NO","NO","YES",NA,0.012724829,24.3562231759657,0.16,1.87,15.64,11.6875,NA,21.13,3.09,75.78,"sandy clay loam",0.46,17.875196,15.148051,67.491718,6.708962344,"Makao.ag"
"1735",1735,"CG","Dry",195,"Makao","Dry","Agriculture",3,"Dry_Ag3","Dry_Ag3_CG2","Exclosed","Rooibos","R645",2.247,1.997,2.28,1.952,1.751,1.6,1.593,3.56,1.54,"26.07.2017","26.09.2017",62,0.397,0.416,5.13,5.13,"O",1,11.4,28.1,-2.439645035,34.83836599,"NO","NO","NO",NA,0.011057167,21.1065573770492,0.21,2.5,8.68,11.9047619,NA,54.08,21.26,24.65,"clay",1.84,62.001836,29.936614,9.811965,6.708962344,"Makao.ag"
"1736",1736,"CG","Dry",196,"Makao","Dry","Agriculture",4,"Dry_Ag4","Dry_Ag4_CG1","Exclosed","Rooibos","R709",2.157,1.907,2.28,1.864,1.863,1.712,1.716,2.55,1.67,"26.07.2017","26.09.2017",62,0.195,0.191,13.8,17.4,"O",1,12.45,26.65,-2.439403972,34.83840496,"NO","NO","NO",NA,0.005096045,10.4077253218884,0.15,2.08,4.15,13.86666667,NA,51.96,18.92,29.12,"clay",1.85,59.162732,28.032088,14.854572,6.708962344,"Makao.ag"
"1737",1737,"CG","Dry",197,"Makao","Dry","Pasture",1,"Dry_P1","Dry_P1_CG2","Exclosed","Rooibos","R131",2.156,1.906,2.28,1.863,1.577,1.426,1.425,8.34,1.31,"26.07.2017","26.09.2017",62,0.48,0.556,5.13,5.13,"O",1,6.3,29.05,-2.439645035,34.83836599,"NO","NO","YES",NA,0.017823117,29.6833064949007,0.15,1.88,0.86,12.53333333,NA,23.96,0.92,75.12,"sandy clay loam",1.25,21.665132,13.381888,66.747172,6.708962344,"Makao.p"
"1738",1738,"CG","Dry",198,"Makao","Dry","Pasture",2,"Dry_P2","Dry_P2_CG3","Exclosed","Rooibos","R711",2.13,1.88,2.28,1.837,1.721,1.57,1.542,4.21,1.48,"26.07.2017","26.09.2017",62,0.31,0.36,7.9,7.9,"O",1,4.85,30.25,-2.439599019,34.83841896,"NO","NO","YES",NA,0.007978078,19.43385955362,0.21,2.64,33.11,12.57142857,NA,19.96,4.92,75.12,"sandy loam",1.64,16.308332,16.637488,66.747172,6.708962344,"Makao.p"
"1739",1739,"CG","Dry",199,"Makao","Dry","Pasture",3,"Dry_P3","Dry_P3_CG1","Exclosed","Rooibos","R236",2.244,1.994,2.28,1.949,1.62,1.469,1.441,2.56,1.4,"26.07.2017","26.09.2017",62,0.525,0.544,13.8,17.4,"O",1,6.2,27.2,-2.439403972,34.83840496,"NO","NO","YES",NA,0.012750924,28.1682914315033,0.23,3.3,1.1,14.34782609,NA,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,6.708962344,"Makao.p"
"1740",1740,"CG","Dry",200,"Makao","Dry","Pasture",4,"Dry_P4","Dry_P4_CG4","Exclosed","Rooibos","R205",2.181,1.931,2.28,1.887,1.66,1.509,1.483,2.25,1.45,"26.07.2017","26.09.2017",62,0.422,0.438,15.2,12.2,"O",1,7,32.9,-2.439694991,34.83857403,"NO","NO","YES",NA,0.009742532,23.1584525702173,0.15,1.96,3.05,13.06666667,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,6.708962344,"Makao.p"
